name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"30,-97",2022-12-17T12:00:00,21.7,21.7,20,90.07,0.2,9.5,rain,0,0,43.6,22.7,159.4,1013,93.1,24.1,133,0.5,1,3,Overcast,cloudy,
"30,-97",2022-12-17T13:00:00,22.5,22.5,20.2,86.67,0,23.8,,0,0,43.8,23.8,163.9,1011.7,95.4,24,152,0.6,2,30,Overcast,cloudy,
"30,-97",2022-12-17T14:00:00,23.3,23.3,20.4,83.43,0,23.8,,0,0,44,24.8,168.3,1010.3,97.7,23.9,171,0.6,2,30,Overcast,cloudy,
"30,-97",2022-12-17T15:00:00,24.2,24.2,20.6,80.34,0.2,23.8,rain,0,0,44.3,25.9,172.8,1009,100,23.8,190,0.7,2,60,Overcast,cloudy,
"30,-97",2022-12-17T16:00:00,23.4,23.4,20.2,81.91,0,23.8,,0,0,44.9,25,170.6,1009.3,99.8,23.9,144.3,0.5,1,30,Overcast,cloudy,
"30,-97",2022-12-17T17:00:00,22.7,22.7,19.8,83.53,0,23.8,,0,0,45.5,24,168.3,1009.7,99.5,24,98.7,0.4,1,30,Overcast,cloudy,
"30,-97",2022-12-17T18:00:00,22,22,19.4,85.2,0.3,23.8,rain,0,0,46.1,23,166.1,1010,99.3,24.1,53,0.2,0,30,Overcast,cloudy,
"30,-97",2022-12-17T19:00:00,21.5,21.5,19.4,87.85,0,23.8,,0,0,48.6,22.8,167.2,1010,71.9,24.1,35.3,0.1,0,8,Partially cloudy,partly-cloudy-night,
"30,-97",2022-12-17T20:00:00,21,21,19.4,90.58,0,23.8,,0,0,51.1,22.6,168.2,1010,44.4,24.1,17.7,0.1,0,3,Partially cloudy,partly-cloudy-night,
"30,-97",2022-12-17T21:00:00,20.6,20.6,19.5,93.42,0,23.8,,0,0,53.6,22.3,169.3,1010,17,24.1,0,,0,3,Clear,clear-night,
"30,-97",2022-12-17T22:00:00,20.8,20.8,19.5,92.46,0,23.8,,0,0,52.9,22.4,175.3,1010,44.7,24.1,0,,0,3,Partially cloudy,partly-cloudy-night,
"30,-97",2022-12-17T23:00:00,21,21,19.5,91.52,0,23.8,,0,0,52.2,22.6,181.4,1010,72.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
